VALUE,FCCS,FCCSID,FCCS_REG,FUELBED,R,G,B,RED,GREEN,BLUE
405,405,405,Southeast,Northern red oak montane forest,85,187,194,0.333333,0.733333,0.760784
406,406,406,Southeast,American beech-southern magnolia-oak forest,18,76,135,0.070588,0.298039,0.529412
407,407,407,Southeast,Darlington oak forest,214,255,181,0.839216,1,0.709804
408,408,408,Northeast,Quaking aspen-bur oak forest,192,255,138,0.752941,1,0.541176
409,409,409,Southeast,Virginia pine-chestnut oak/little bluestem forest,2,52,34,0.007843,0.203922,0.133333
410,410,410,Southeast,Table Mountain pine-chestnut oak forest,121,255,94,0.47451,1,0.368627
411,411,411,Southeast,Ashe juniper-oak savanna,85,187,194,0.333333,0.733333,0.760784
412,412,412,Northeast,Dwarf bilberry-bog blueberry shrubland,73,175,188,0.286275,0.686275,0.737255
413,413,413,Northeast,Pin oak/bluestem forest,44,127,163,0.172549,0.498039,0.639216
414,414,414,Southeast,Eastern redcedar/big bluestem savanna,255,137,64,1,0.537255,0.25098
415,415,415,Southeast,Bluestem-forb grassland,255,137,64,1,0.537255,0.25098
416,416,416,Southeast,Chinkapin oak-eastern redcedar/bluestem savanna,121,255,94,0.47451,1,0.368627
417,417,417,Southeast,Little bluestem-blackseed speargrass grassland,255,148,71,1,0.580392,0.278431
418,418,418,Northeast,White spruce/juniper/little bluestem savanna,159,255,128,1,0.231373,0.078431
419,419,419,Southeast,Blackjack oak-post oak/bluestem savanna,85,187,194,0.333333,0.733333,0.760784
420,420,420,Northeast,Big bluestem-bluejoint grassland,255,137,64,1,0.537255,0.25098
421,421,421,Southeast,Chinkapin oak-bur oak/giant cane forest,121,255,94,0.47451,1,0.368627
422,422,422,Southeast,Post oak-shortleaf pine/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
423,423,423,Southeast,Oak/bluestem-Indiangrass savanna,255,148,71,1,0.580392,0.278431
424,424,424,Southeast,Pondcypress/dahoon holly/sedge forest,91,195,199,0.356863,0.764706,0.780392
425,425,425,Southeast,Swamp tupelo-sweetbay magnolia forest,145,255,115,0.568627,1,0.45098
426,426,426,Southeast,Sugarberry/acacia forest,0,92,0,0,0.360784,0
427,427,427,Southeast,Red spruce-northern white cedar-tamarack forest,255,106,46,1,0.415686,0.180392
428,428,428,Southeast,Melaleuca forest,137,112,68,0.537255,0.439216,0.266667
429,429,429,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
430,430,430,Southeast,White oak-southern red oak forest,85,187,194,1,0.231373,0.078431
431,431,431,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
432,432,432,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
433,433,433,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
434,434,434,Southeast,Post oak-southern red oak/little bluestem-Indiangrass forest,255,148,71,1,0.580392,0.278431
435,435,435,Southeast,Little bluestem-buffalograss grassland,255,148,71,1,0.580392,0.278431
436,436,436,Southeast,Shore little bluestem-paspalum grassland,255,137,64,1,0.537255,0.25098
437,437,437,Southeast,Saltmeadow cordgrass-switchgrass grassland,255,171,87,1,0.670588,0.341176
438,438,438,Southeast,Pondcypress/pond apple forest,91,195,199,0.356863,0.764706,0.780392
439,439,439,Southeast,Pondcypress/swamp titi/maidencane savanna,91,195,199,0.356863,0.764706,0.780392
440,440,440,Southeast,Pondcypress-cabbage palm-strangler fig forest,91,195,199,0.356863,0.764706,0.780392
441,441,441,Northeast,Red maple-black ash/common winterberry forest,50,137,168,0.196078,0.537255,0.658824
442,442,442,Northeast,Bulrush grassland,25,93,145,0.098039,0.364706,0.568627
443,443,443,Northeast,Prairie cordgrass-bluejoint grassland,182,250,227,0.713725,0.980392,0.890196
445,445,445,Northeast,Woollyfruit sedge-yellow sedge grassland,150,58,12,0.588235,0.227451,0.047059
448,448,448,Southeast,Bald cypress-tupelo/swamp titi forest,145,255,115,0.568627,1,0.45098
449,449,449,Northeast,Pin oak-white oak/buttonbush forest,44,127,163,0.172549,0.498039,0.639216
450,450,450,Southeast,Oak-Ashe juniper forest,137,112,68,0.537255,0.439216,0.266667
451,451,451,Southeast,Texas live oak/roughleaf dogwood forest,145,255,115,0.568627,1,0.45098
453,453,453,Southeast,Bluestem-tall fescue-switchgrass grassland,255,137,64,1,0.537255,0.25098
454,454,454,Northeast,American beech-maple/American red raspberry forest,18,76,135,0.070588,0.298039,0.529412
455,455,455,Northeast,Red pine forest,174,245,224,0.682353,0.960784,0.878431
456,456,456,All,Chinese tallow forest,0,92,0,0,0.360784,0
457,457,457,Southeast,Florida strangler fig-gumbo limbo-cabbage palm forest,116,214,204,0.454902,0.839216,0.8
458,458,458,Southeast,Berlandier's fiddlewood-Texas ebony shrubland,116,214,204,0.454902,0.839216,0.8
459,459,459,Northeast,Northern oak forest,174,245,224,0.682353,0.960784,0.878431
460,460,460,Northeast,Northern pine-oak forest,174,245,224,0.682353,0.960784,0.878431
461,461,461,Northeast,Post oak-black oak forest,0,189,0,0,0.741176,0
462,462,462,Northeast,Spruce-hardwood barrens,121,255,94,0.47451,1,0.368627
463,463,463,Northeast,Willow oak-water oak forest,145,255,115,1,0.231373,0.078431
464,464,464,Southeast,Loblolly pine-willow oak forest,145,255,115,0.568627,1,0.45098
465,465,465,Southeast,Post oak-southern red oak-loblolly pine forest,100,204,206,0.392157,0.8,0.807843
466,466,466,Southeast,Loblolly pine-post oak-southern red oak forest,145,255,115,0.568627,1,0.45098
467,467,467,Northeast,Northern and Central native ruderal forest,255,105,46,1,0.411765,0.180392
468,468,468,Southwest,Edwards Plateau floodplain terrace,0,6,53,0,0.023529,0.207843
469,469,469,Northeast,Northern and central ruderal wet meadow and marsh,255,105,46,1,0.411765,0.180392
470,470,470,Southeast,Southeastern native ruderal forest,255,105,46,1,0.411765,0.180392
471,471,471,Rocky Mountain and Central US,Ouachita novaculite glade and woodland,85,187,194,0.333333,0.733333,0.760784
472,472,472,Northeast,Laurentian acidic rocky outcrop,174,245,224,0.682353,0.960784,0.878431
473,473,473,Southeast,Texas plains xeric sandyland,255,153,0,1,0.6,0
474,474,474,Northeast,Acadian sub-boreal spruce flat,186,54,14,0.729412,0.211765,0.054902
475,475,475,Southeast,Southern Coastal Plain herbaceous seep,255,153,0,1,0.6,0
476,476,476,Southeast,West Gulf Coastal Plain herbaceous seep and bog,255,153,0,1,0.6,0
477,477,477,Southeast,Central Florida wet prairie and herbaceous seep,255,153,0,1,0.6,0
478,478,478,Southeast,South Florida pine rockland,13,69,133,0.05098,0.270588,0.521569
479,479,479,Hawaii,Pacific Islands palm forest,0,222,0,0,0.870588,0
480,480,480,Hawaii,Hawai'i introduced wetland vegetation,255,105,46,1,0.411765,0.180392
481,481,481,Caribbean,Caribbean Pterocarpus swamp,255,235,153,1,0.921569,0.6
482,482,482,Southeast,South Florida dwarf cypress savanna,91,195,199,0.356863,0.764706,0.780392
483,483,483,Southwest, Southern Vancouverian lowland ruderal grassland & shrubland,255,105,46,1,0.411765,0.180392
484,484,484,Pacific Northwest,Tamaulipan Saline Thornscrub,82,52,34,0.321569,0.203922,0.133333
485,485,485,Southwest,Hawai'i introduced evergreen shrubland,255,105,46,1,0.411765,0.180392
486,486,486,Hawaii,Northern Atlantic coastal plain calcareous ravine,85,187,194,0.333333,0.733333,0.760784
487,487,487,Southwest,Semi-desert coastal scrub shrubland,166,139,107,0.65098,0.545098,0.419608
488,488,488,Northeast,Atlantic coastal plain northern bog,133,39,8,0.521569,0.152941,0.031373
489,489,489,Northeast,Interior West ruderal riparian scrub,255,105,46,1,0.411765,0.180392
490,490,490,Southwest,West gulf coastal plain flatwoods pond grassland,211,237,38,0.827451,0.929412,0.14902
491,491,491,Rocky Mountain and Central US,East gulf coastal plain depression pondshore,255,153,0,1,0.6,0
492,492,492,Southeast,Southeastern coastal plain interdunal wetland,255,153,0,1,0.6,0
493,493,493,Southeast,Temperate Pacific freshwater emergent marsh,255,153,0,1,0.6,0
494,494,494,Southeast,Inter-mountain basins alkaline closed depression,250,100,56,0.980392,0.392157,0.219608
495,495,495,Northwest,Caribbean emergent wetlands,255,210,119,1,0.823529,0.466667
496,496,496,Rocky Mountain and Central US,Western larch savanna,145,255,115,0.568627,1,0.45098
497,497,497,Alaska,North Pacific maritime coastal sand dune ruderal scrub & herb vegetation,255,105,46,1,0.411765,0.180392
498,498,498,Pacific Northwest,Interior western North American temperate ruderal grassland & shrubland,255,105,46,1,0.411765,0.180392
499,499,499,Alaska,Tamaulipan depression woodland,91,195,199,0.356863,0.764706,0.780392
500,500,500,Rocky Mountain and Central US,Shrub steppe of the Llano Estacado escarpment,0,0,0,0,0,0
501,501,501,Southwest,Yellow poplar ruderal swamp forest,18,76,135,0.070588,0.298039,0.529412
502,502,502,Southwest,Cumberland sandstone glade and barrens,82,52,34,0.321569,0.203922,0.133333
503,503,503,Northeast,Panhandle Florida limestone glade,116,214,204,0.454902,0.839216,0.8
504,504,504,Southeast,Laurentian-Acadian calcareous rocky outcrop,174,245,224,0.682353,0.960784,0.878431
505,505,505,Southeast,Northern Appalachian-Acadian rocky heath outcrop,82,52,34,0.321569,0.203922,0.133333
506,506,506,Northeast,Idaho fescue-California oatgrass grassland,255,198,107,1,0.776471,0.419608
507,507,507,Northeast,North-central interior quartzite glade,85,187,194,0.333333,0.733333,0.760784
508,508,508,Pacific Northwest,Southern and Central Appalachian mafic glade and barrens,0,38,115,0,0.14902,0.45098
509,509,509,Rocky Mountain and Central US,Southern Ridge and Valley calcareous glade and woodland,82,52,34,0.321569,0.203922,0.133333
511,511,511,Southeast,Use this one: Southeastern coastal plain natural lakeshore,91,195,199,0.356863,0.764706,0.780392
512,512,512,Pacific Northwest,Texas-Louisiana coastal prairie pondshore,255,137,64,1,0.537255,0.25098
513,513,513,Southeast,Southwest Florida dune and coastal grassland,255,153,0,1,0.6,0
514,514,514,Pacific Northwest,Pacific coastal dunes grassland,100,100,100,0.392157,0.392157,0.392157
516,516,516,Pacific Northwest,Great lakes dune,255,98,41,1,0.384314,0.160784
517,517,517,Rocky Mountain and Coastal US,Caribbean coastal beach systems,100,100,100,0.392157,0.392157,0.392157
518,518,518,Rocky Mountain and Lakes US,Northern and Central plains ruderal grassland and shrubland,255,105,46,1,0.411765,0.180392
519,519,519,Rocky Mountain and Coastal US,Southeastern ruderal grassland,255,105,46,1,0.411765,0.180392
520,520,520,Pacific Northwest,Caribbean drought deciduous dense woodland,115,0,76,0.45098,0,0.298039
521,521,521,Rocky Mountain and Ruderal US,Caribbean semi-deciduous and drought deciduous forest on alluvium,191,255,233,0.74902,1,0.913725
522,522,522,Pacific Northwest,Caribbean seasonal evergreen and semi-deciduous forest on karst,117,71,197,0.458824,0.278431,0.772549
523,523,523,Rocky Mountain and Drought US,Caribbean seasonal evergreen and evergreen forest,0,51,0,0,0.2,0
524,524,524,Rocky Mountain and Deciduous And Drought Deciduous US,Caribbean evergreen and seasonal evergreen forest on karst,117,71,197,0.458824,0.278431,0.772549
525,525,525,Rocky Mountain and Deciduous US,Caribbean evergreen forest on serpentine,0,92,0,0,0.360784,0
526,526,526,Rocky Mountain and Seasonal US,Caribbean seasonal evergreen forest with coconut palm,180,255,148,0.705882,1,0.580392
527,527,527,Hawaii,Pacific Islands ravine forest,0,222,0,0,0.870588,0
528,528,528,Rocky Mountain and Evergreen US,Great Basin & Intermountain ruderal shrubland,255,105,46,1,0.411765,0.180392
529,529,529,Pacific Northwest,Great Basin & Intermountain Introduced Annual and Biennial Forbland,255,105,46,1,0.411765,0.180392
530,530,530,Rocky Mountain and Seasonal US,Temperate Pacific subalpine-montane wet meadow,255,127,59,1,0.498039,0.231373
531,531,531,Southeast,Rocky Mountain alpine-montane wet meadow,4,45,117,0.015686,0.176471,0.458824
532,532,532,Southeast,Western ruderal marsh or wet meadow ,255,105,46,1,0.411765,0.180392
533,533,533,Pacific Northwest,California ruderal grassland meadow,255,105,46,1,0.411765,0.180392
534,534,534,Pacific Northwest,Pacific islands savanna,0,222,0,0,0.870588,0
535,535,535,Rocky Mountain and Ruderal US,Northwestern Great Plains canyon shrubland,196,178,156,0.768627,0.698039,0.611765
538,538,538,Rocky Mountain and Ruderal US,Pacific Islands limestone forest,63,255,46,0.247059,1,0.180392
540,540,540,Rocky Mountain and Islands US,Mesquite scrub with invasive grasses,150,123,89,0.588235,0.482353,0.34902
542,542,542,Northeast,Colorado Plateau pinyon-juniper shrubland,121,255,94,0.47451,1,0.368627
1201,1201,1201,All,Corn field - post harvest,250,255,119,0.980392,1,0.466667
1203,1203,1203,All,Rice field - post harvest,255,198,107,1,0.776471,0.419608
1223,1223,1223,All,Wheat field - post harvest,255,198,107,1,0.776471,0.419608
1224,1224,1224,All,Wheat field - growing season,255,198,107,1,0.776471,0.419608
1230,1230,1230,All,Other crop fields - growing season,255,198,107,1,0.776471,0.419608
1232,1232,1232,All,Miscellaneous vegetable or fruit field - growing season,255,198,107,1,0.776471,0.419608
1244,1244,1244,All,Other crop fields - post harvest,255,198,107,1,0.776471,0.419608
1247,1247,1247,All,Miscellaneous vegetable or fruit field - post harvest,255,198,107,1,0.776471,0.419608
1261,1261,1261,All,Fallow field - growing season,255,198,107,1,0.776471,0.419608
1273,1273,1273,All,Tree fruit field - no inter-row groundcover,210,28,119,0.823529,0.109804,0.466667
1274,1274,1274,All,Tree fruit field - with inter-row groundcover,210,28,119,0.823529,0.109804,0.466667
1281,1281,1281,All,"Pasture, hay, or alfalfa field - grazed or harvested",255,59,20,1,0.231373,0.078431
1283,1283,1283,All,"Pasture, hay, or alfalfa field - ungrazed or unharvested",255,59,20,1,0.231373,0.078431
10111,10111,0001-111,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10112,10112,0001-112,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10113,10113,0001-113,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10121,10121,0001-121,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10122,10122,0001-122,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10123,10123,0001-123,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10131,10131,0001-131,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10132,10132,0001-132,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10133,10133,0001-133,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10211,10211,0001-211,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10212,10212,0001-212,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10213,10213,0001-213,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10221,10221,0001-221,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10222,10222,0001-222,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10223,10223,0001-223,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10231,10231,0001-231,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10232,10232,0001-232,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10233,10233,0001-233,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10311,10311,0001-311,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10312,10312,0001-312,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10313,10313,0001-313,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10321,10321,0001-321,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10322,10322,0001-322,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10323,10323,0001-323,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10331,10331,0001-331,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10332,10332,0001-332,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10333,10333,0001-333,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10411,10411,0001-411,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10412,10412,0001-412,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10413,10413,0001-413,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10421,10421,0001-421,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10422,10422,0001-422,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10423,10423,0001-423,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10431,10431,0001-431,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10432,10432,0001-432,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10433,10433,0001-433,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10511,10511,0001-511,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10512,10512,0001-512,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10513,10513,0001-513,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
10521,10521,0001-521,Pacific Northwest,Black cottonwood-Douglas-fir-quaking aspen forest,67,162,181,0.262745,0.635294,0.709804
